0	1
0	3
0	8
0	10
1	12
1	14
1	17
1	19
8192	1814
8192	2628
8192	2871
8192	5663
8192	6084
8192	6992
8192	8907
8192	8908
3	20
3	21
3	23
3	25
3	26
3	29
8195	1687
8195	1772
8195	5184
8195	5264
8195	6479
8195	8354
8197	200
8197	727
8197	7098
8196	335
8196	856
8196	3555
8196	4097
8196	4325
8196	8916
8199	1015
8199	1151
8199	7005
8	30
8	38
8	39
8198	1356
8198	3196
8198	8911
10	136
10	137
10	141
10	144
8201	1763
12	46
8204	2292
8204	8918
14	756
14	1116
14	2537
14	2787
14	4524
14	7040
17	80
17	81
17	83
17	84
17	87
17	88
19	73
19	75
19	76
19	77
20	54
20	58
21	60
21	61
21	62
21	65
8213	4054
23	109
23	112
23	113
23	115
23	116
8212	1579
8212	1826
8212	4731
8212	7008
8212	8381
8212	8437
25	99
25	101
25	106
25	107
8218	6479
8218	8375
26	89
26	90
26	91
26	92
26	93
26	94
26	96
26	97
29	654
30	185
8224	3377
8224	7796
8224	8019
8224	8787
8225	669
8225	3611
8225	5385
8225	8932
8228	1152
8228	1772
8228	4675
8228	5225
8228	6077
8228	7980
8228	8925
38	118
38	119
38	120
38	121
38	123
38	124
38	125
38	126
8231	194
8231	581
8231	2978
8231	3603
8231	3607
8231	8927
8231	8928
8232	3650
8232	7662
8232	8897
8230	2672
8230	4617
8230	5026
8230	6117
8230	6405
8230	8929
39	157
39	158
39	162
46	92
46	127
46	128
46	129
46	130
46	131
46	132
46	133
8243	93
8243	1537
8243	5785
8243	5821
8243	6294
8243	6508
54	147
54	148
54	150
54	153
54	154
8246	275
8246	902
8246	3985
8246	6300
8246	6849
8246	8154
8247	2658
8247	3572
8247	4628
8247	6161
8247	6842
58	165
58	166
58	167
58	168
58	170
58	171
60	184
8253	2006
62	176
62	180
62	181
62	183
8252	8940
8256	1317
8256	1333
8256	2927
8256	7002
8256	8950
8256	8951
8256	8952
8256	8953
8257	2552
8257	4610
8258	3890
8258	5871
8258	8375
8258	8944
8259	1050
8260	4414
8260	7216
8260	8945
8261	1842
8261	4162
8261	8948
8262	8124
8262	8586
8262	9001
8262	9002
8262	9003
8263	669
8264	2810
8264	8954
73	187
73	189
73	190
73	192
73	194
73	195
8265	550
8265	669
8265	2028
8265	2231
8265	2443
8265	2541
8265	3604
8265	4524
8265	5315
75	3
75	218
75	220
8268	1613
8268	5276
8268	5968
8268	8959
76	206
76	207
76	213
8267	430
8267	5295
8267	6853
8267	8437
8267	8956
77	80
77	84
77	88
80	234
80	235
80	236
80	237
80	238
80	239
80	240
81	750
81	2738
81	3297
8272	266
8272	345
8272	566
8272	766
8272	1198
8272	1504
8272	1553
8275	4038
8275	8195
8275	8537
8275	8963
8275	8965
84	408
84	820
84	2619
84	2952
84	4166
84	4657
84	6338
8277	4276
83	223
83	227
83	229
83	231
87	242
87	244
87	248
88	84
88	292
88	295
89	148
89	266
89	267
89	268
89	270
89	272
89	273
90	89
90	92
90	223
90	260
90	261
90	262
90	263
90	264
90	265
91	251
91	252
91	253
91	254
91	255
91	256
92	275
92	276
92	277
92	280
92	281
93	107
93	285
93	286
93	287
93	289
94	299
94	300
94	301
94	304
94	305
94	308
8285	1459
8279	266
8279	565
8279	3060
8279	3742
8279	8967
97	871
97	882
96	335
99	327
99	328
99	331
8292	1105
8292	1330
8292	2178
8292	2387
8292	8537
8292	8972
8292	8973
8293	3934
8293	6453
8293	6945
101	314
101	315
101	316
101	317
101	318
8295	3380
8296	25
8296	130
8296	5048
8296	5156
8296	5686
8296	8975
106	166
106	171
106	343
106	344
106	345
106	346
106	347
106	348
106	349
107	6479
107	8843
8299	952
8299	1455
8299	1776
8299	2293
8299	2403
109	385
109	386
109	387
109	390
8303	1549
8303	8976
8303	8977
8303	8978
112	352
112	354
112	355
112	356
112	358
113	360
115	397
8308	871
8308	961
8308	1198
8308	1308
8308	1354
8308	1764
8308	1997
8308	4057
8308	4673
8308	7420
8308	8127
116	512
118	369
118	375
119	381
120	97
120	408
120	438
120	445
121	480
121	483
121	484
121	485
121	486
121	487
121	489
123	405
123	407
123	408
123	409
123	410
123	411
123	412
123	413
124	421
124	423
124	424
124	426
124	427
124	428
125	472
125	473
125	474
125	475
125	476
8315	4054
127	2364
127	3684
128	429
128	430
128	433
129	2518
129	3311
129	3312
129	3314
129	3315
129	3317
130	446
130	447
130	448
130	453
131	328
131	458
131	463
132	3
132	464
132	467
132	468
133	570
133	1755
133	2002
133	2773
133	3680
133	4232
8326	693
8326	1697
8326	2288
8326	3578
8326	5297
8326	7434
8326	8813
8320	192
8320	5456
8320	8666
8320	8984
136	1116
136	1198
136	1454
136	5062
136	8253
137	289
137	493
137	495
137	496
137	498
8327	101
8327	301
8327	2672
8327	5342
8327	8987
8327	8988
8331	244
8331	923
8331	2658
8331	3905
8331	7118
8331	7738
8331	8975
8331	8989
8332	955
8332	1334
8332	7359
8332	8663
141	504
141	506
141	507
141	510
8333	385
8333	1440
8333	1529
8333	5925
8333	7433
144	260
144	515
144	516
144	519
8337	1281
8337	2789
8337	3572
8337	8995
8338	2943
8338	5082
8338	5806
8338	8185
8338	8728
8338	8989
8338	8994
147	524
147	526
147	527
147	528
148	121
148	531
148	533
148	535
148	536
8342	892
8342	2112
8342	7879
8342	8784
8342	8996
150	543
150	545
150	547
153	473
153	549
153	550
154	167
154	580
154	581
154	582
154	586
8345	315
8345	3101
8345	5589
8345	8127
8348	4546
8348	6098
8348	7033
8348	7731
8348	8766
157	556
157	557
